auction_id,title,category,subcategory,emirate,listing_type,auction_status,start_time,end_time,duration_days,as_of_date,start_price,final_price,target_price,achievement_ratio,bids_count,num_bidders,views,price_uplift,profit_margin_proxy,engagement_score,bids_per_bidder,views_per_bid,make,vehicle_type,charity_flag,day_of_week,hour_of_day,month,auction_month_name,auction_quarter,bid_per_user,popularity_index,auction_popularity_score,price_segment,beneficiary,charity_revenue,revenue
AUC-427,Vehicles 5143,Vehicles,Car,Sharjah,Auction,Closed,2025-10-26 12:00:00,2025-10-27 18:00:00,1.25,2025-11-08 12:00:00,183447.0,320761.04,229920.57,1.3951,24,7,486,0.7485215893418806,137314.04,25.9,3.4285714285714284,20.25,,Car,False,Sunday,12.0,10.0,October,4.0,3.4285714285714284,25.6,15.36,High,,0.0,0.0
AUC-428,Vehicles 1071,Vehicles,Car,Sharjah,Auction,Closed,2025-10-04 09:00:00,2025-10-07 04:00:00,2.792,2025-11-08 12:00:00,91708.0,140836.19,103692.48,1.3582,28,13,448,0.5357023378549309,49128.19,28.45,2.1538461538461537,16.0,,Car,False,Saturday,9.0,10.0,October,4.0,2.1538461538461537,18.86,51.32,Mid,,0.0,140836.19
AUC-429,Vehicles 2175,Vehicles,Car,Ras Al Khaimah,Auction,Closed,2025-09-28 01:00:00,2025-09-28 19:00:00,0.75,2025-11-08 12:00:00,85160.0,185327.17,105462.52,1.7573,46,22,1342,1.1762232268670738,100167.17,62.05,2.090909090909091,29.17391304347826,,Car,False,Sunday,1.0,9.0,September,3.0,2.090909090909091,40.75,64.45,Mid,,0.0,185327.17
AUC-430,Vehicles 5129,Vehicles,Car,Sharjah,Auction,Closed,2025-10-23 15:00:00,2025-10-25 10:00:00,1.883,2025-11-08 12:00:00,100193.16,123623.04,128223.25,0.9641,109,33,1572,0.2338471009398245,23429.88,102.05,3.303030303030303,14.422018348623851,,Car,False,Thursday,15.0,10.0,October,4.0,3.303030303030303,11.33,6.8,High,,0.0,0.0
AUC-431,Vehicles 4576,Vehicles,Car,Sharjah,Auction,Closed,2025-10-06 00:00:00,2025-10-07 11:00:00,1.458,2025-11-08 12:00:00,61489.0,77188.73,72855.13,1.0595,42,16,1082,0.2553258306363739,15699.73,52.05,2.625,25.761904761904763,,Car,False,Monday,0.0,10.0,October,4.0,2.625,9.67,45.8,Mid,,0.0,77188.73
AUC-432,Vehicles 8148,Vehicles,Car,Sharjah,BuyNow,Closed,2025-09-27 19:00:00,2025-09-30 02:00:00,2.292,2025-11-08 12:00:00,26057.0,49864.45,33733.75,1.4782,9,3,201,0.9136681122155274,23807.45,10.275,3.0,22.33333333333333,,Car,False,Saturday,19.0,9.0,September,3.0,3.0,30.71,58.43,Mid,,0.0,49864.45
AUC-433,Vehicles 4704,Vehicles,Car,Sharjah,Auction,Closed,2025-10-23 15:00:00,2025-10-25 22:00:00,2.292,2025-11-08 12:00:00,123869.0,220725.75,160141.28,1.3783,9,4,101,0.7819288926204296,96856.75,8.025,2.25,11.22222222222222,,Car,False,Thursday,15.0,10.0,October,4.0,2.25,26.4,55.84,High,,0.0,220725.75
AUC-434,Vehicles 8740,Vehicles,Car,Dubai,Auction,Closed,2025-10-13 15:00:00,2025-10-16 03:00:00,2.5,2025-11-08 12:00:00,28429.39,45225.57,33964.36,1.3316,2,1,32,0.5908033904350393,16796.18,2.05,2.0,16.0,,Car,False,Monday,15.0,10.0,October,4.0,2.0,19.76,51.86,Mid,,0.0,45225.57
AUC-435,Vehicles 2689,Vehicles,Car,Umm Al Quwain,Auction,Closed,2025-10-25 08:00:00,2025-10-25 20:00:00,0.5,2025-11-08 12:00:00,71222.0,116085.46,79890.71,1.4531,7,5,164,0.6299101401252423,44863.46,8.85,1.4,23.428571428571427,,Car,False,Saturday,8.0,10.0,October,4.0,1.4,21.22,52.73,Mid,,0.0,116085.46
AUC-436,Vehicles 4463,Vehicles,Car,Dubai,BuyNow,Closed,2025-09-12 12:00:00,2025-09-13 22:00:00,1.417,2025-11-08 12:00:00,161069.0,287722.87,185902.01,1.5477,51,15,521,0.786333000142796,126653.87,42.275,3.4,10.215686274509803,,Car,False,Friday,12.0,9.0,September,3.0,3.4,27.67,16.6,High,,0.0,0.0
AUC-437,Vehicles 7806,Vehicles,Car,Abu Dhabi,BuyNow,Closed,2025-10-21 13:00:00,2025-10-23 16:00:00,2.125,2025-11-08 12:00:00,239504.43,467136.69,287121.18,1.627,17,10,218,0.9504302697031534,227632.26,16.45,1.7,12.823529411764708,,Car,False,Tuesday,13.0,10.0,October,4.0,1.7,32.22,19.33,High,,0.0,0.0
AUC-438,Vehicles 2116,Vehicles,Car,Abu Dhabi,Auction,Closed,2025-10-29 22:00:00,2025-10-31 06:00:00,1.333,2025-11-08 12:00:00,229108.3,437454.7,288909.14,1.5142,26,11,714,0.9093795379739626,208346.4,33.6,2.363636363636364,27.46153846153846,,Car,False,Wednesday,22.0,10.0,October,4.0,2.363636363636364,31.04,58.62,High,,0.0,437454.7
AUC-439,Vehicles 3892,Vehicles,Car,Sharjah,Auction,Closed,2025-11-02 15:00:00,2025-11-04 16:00:00,2.042,2025-11-08 12:00:00,78248.0,168265.47,86496.12,1.9454,40,27,609,1.1504124067068806,90017.47,41.975,1.4814814814814814,15.225,,Car,False,Sunday,15.0,11.0,November,4.0,1.4814814814814814,39.55,23.73,Mid,,0.0,0.0
AUC-440,Vehicles 7765,Vehicles,Car,Fujairah,Auction,Closed,2025-11-03 00:00:00,2025-11-04 23:00:00,1.958,2025-11-08 12:00:00,172624.0,309950.59,217258.64,1.4266,46,17,495,0.7955243187505795,137326.59,39.625,2.7058823529411766,10.76086956521739,,Car,False,Monday,0.0,11.0,November,4.0,2.7058823529411766,28.12,56.87,High,,0.0,309950.59
AUC-441,Vehicles 6300,Vehicles,Car,Umm Al Quwain,BuyNow,Closed,2025-10-26 02:00:00,2025-10-27 07:00:00,1.208,2025-11-08 12:00:00,89091.0,133775.79,100399.93,1.3324,52,25,1265,0.5015634575883087,44684.79,63.875,2.08,24.32692307692308,,Car,False,Sunday,2.0,10.0,October,4.0,2.08,18.32,10.99,Mid,,0.0,0.0
AUC-442,Vehicles 8001,Vehicles,Car,Ras Al Khaimah,BuyNow,Closed,2025-10-01 07:00:00,2025-10-01 17:00:00,0.417,2025-11-08 12:00:00,68090.0,142906.76,75766.4,1.8861,56,19,731,1.098792186811573,74816.76,51.025,2.9473684210526314,13.053571428571429,,Car,False,Wednesday,7.0,10.0,October,4.0,2.9473684210526314,38.36,23.02,Mid,,0.0,0.0
AUC-443,Vehicles 5641,Vehicles,Car,Sharjah,BuyNow,Closed,2025-11-03 12:00:00,2025-11-06 09:00:00,2.875,2025-11-08 12:00:00,149663.0,315356.39,172766.83,1.8253,17,7,403,1.1071099069242232,165693.39,20.325,2.4285714285714284,23.705882352941178,,Car,False,Monday,12.0,11.0,November,4.0,2.4285714285714284,37.47,62.48,High,,0.0,315356.39
AUC-444,Vehicles 8731,Vehicles,Car,Ras Al Khaimah,Auction,Closed,2025-10-18 02:00:00,2025-10-20 14:00:00,2.5,2025-11-08 12:00:00,159523.0,204940.97,201427.0,1.0174,49,33,898,0.2847111074892022,45417.97,55.2,1.4848484848484849,18.3265306122449,,Car,False,Saturday,2.0,10.0,October,4.0,1.4848484848484849,11.1,6.66,High,,0.0,0.0
AUC-445,Vehicles 8895,Vehicles,Car,Dubai,Auction,Closed,2025-11-01 16:00:00,2025-11-04 08:00:00,2.667,2025-11-08 12:00:00,38160.0,73197.32,48048.08,1.5234,21,17,381,0.9181687631027255,35037.32,24.275,1.2352941176470589,18.142857142857142,,Car,False,Saturday,16.0,11.0,November,4.0,1.2352941176470589,31.36,58.82,Mid,,0.0,73197.32
AUC-446,Vehicles 9770,Vehicles,Car,Ajman,Auction,Closed,2025-10-13 05:00:00,2025-10-14 05:00:00,1.0,2025-11-08 12:00:00,183912.4,259476.61,224731.55,1.1546,49,29,528,0.4108706645120176,75564.21,44.95,1.6896551724137931,10.775510204081632,,Car,False,Monday,5.0,10.0,October,4.0,1.6896551724137931,15.57,49.34,High,,0.0,259476.61
AUC-447,Vehicles 2098,Vehicles,Car,Fujairah,Auction,Closed,2025-11-03 23:00:00,2025-11-05 00:00:00,1.042,2025-11-08 12:00:00,129153.0,261563.75,166076.39,1.575,11,4,179,1.025223959180197,132410.75,10.975,2.75,16.272727272727273,,Car,False,Monday,23.0,11.0,November,4.0,2.75,34.5,20.7,High,,0.0,0.0
AUC-448,Vehicles 6320,Vehicles,Car,Ajman,Auction,Closed,2025-10-01 07:00:00,2025-10-02 08:00:00,1.144,2025-11-08 12:00:00,111689.0,142378.32,134871.88,1.0557,90,29,911,0.274774776388006,30689.32,75.025,3.103448275862069,10.122222222222222,,Car,False,Wednesday,7.0,10.0,October,4.0,3.103448275862069,12.33,47.4,High,,0.0,142378.32
AUC-449,Vehicles 2028,Vehicles,Car,Ras Al Khaimah,Auction,Closed,2025-09-27 05:00:00,2025-09-27 11:00:00,0.25,2025-11-08 12:00:00,139284.0,166509.64,162316.65,1.0258,50,25,802,0.1954685390999685,27225.64,51.3,2.0,16.04,,Car,False,Saturday,5.0,9.0,September,3.0,2.0,8.06,44.84,High,,0.0,166509.64
AUC-450,Vehicles 3059,Vehicles,Car,Sharjah,Auction,Closed,2025-09-24 15:00:00,2025-09-25 06:00:00,0.625,2025-11-08 12:00:00,152823.0,188313.2,173713.24,1.084,22,9,530,0.2322307506069113,35490.2,26.5,2.4444444444444446,24.09090909090909,,Car,False,Wednesday,15.0,9.0,September,3.0,2.4444444444444446,8.39,45.03,High,,0.0,188313.2
AUC-451,Vehicles 3702,Vehicles,Car,Dubai,BuyNow,Closed,2025-10-24 08:00:00,2025-10-25 08:00:00,1.0,2025-11-08 12:00:00,142922.0,280624.26,158665.13,1.7687,47,27,1084,0.963478400806034,137702.26,57.35,1.7407407407407407,23.06382978723404,,Car,False,Friday,8.0,10.0,October,4.0,1.7407407407407407,33.5,60.1,High,,0.0,280624.26
AUC-452,Vehicles 6814,Vehicles,Car,Fujairah,Auction,Closed,2025-09-13 01:00:00,2025-09-16 00:00:00,3.08,2025-11-08 12:00:00,39137.13,53494.92,49336.03,1.0843,84,26,2174,0.3668585305054305,14357.79,102.85,3.230769230769231,25.88095238095238,,Car,False,Saturday,1.0,9.0,September,3.0,3.230769230769231,15.08,49.05,Mid,,0.0,53494.92
AUC-453,Vehicles 4880,Vehicles,Car,Dubai,BuyNow,Closed,2025-09-26 15:00:00,2025-09-27 08:00:00,0.833,2025-11-08 12:00:00,114962.0,250780.69,143768.32,1.7443,106,31,1611,1.1814224700335765,135818.69,101.025,3.419354838709677,15.19811320754717,,Car,False,Friday,15.0,9.0,September,3.0,3.419354838709677,42.65,65.59,High,,0.0,250780.69
AUC-454,Vehicles 8781,Vehicles,Car,Fujairah,Auction,Closed,2025-11-02 22:00:00,2025-11-04 12:00:00,1.583,2025-11-08 12:00:00,124643.0,242402.37,146908.53,1.65,23,8,300,0.9447732323515962,117759.37,21.0,2.875,13.043478260869565,,Car,False,Sunday,22.0,11.0,November,4.0,2.875,32.3,59.38,High,,0.0,242402.37
AUC-455,Vehicles 3686,Vehicles,Car,Fujairah,Auction,Closed,2025-10-10 12:00:00,2025-10-12 05:00:00,1.708,2025-11-08 12:00:00,146656.0,283635.28,186599.28,1.52,44,31,1077,0.9340175649138122,136979.28,56.675,1.4193548387096775,24.477272727272727,,Car,False,Friday,12.0,10.0,October,4.0,1.4193548387096775,32.5,59.5,High,,0.0,283635.28
AUC-456,Vehicles 6554,Vehicles,Car,Fujairah,Auction,Closed,2025-09-20 14:00:00,2025-09-21 18:00:00,1.167,2025-11-08 12:00:00,70984.0,151242.32,90212.0,1.6765,57,26,911,1.130653668432323,80258.32,57.775,2.1923076923076925,15.982456140350877,,Car,False,Saturday,14.0,9.0,September,3.0,2.1923076923076925,39.64,23.78,Mid,,0.0,0.0
AUC-457,Vehicles 7867,Vehicles,Car,Ajman,Auction,Closed,2025-10-17 08:00:00,2025-10-20 02:00:00,2.75,2025-11-08 12:00:00,120130.0,206791.15,152703.26,1.3542,42,12,433,0.7213947390327146,86661.15,34.825,3.5,10.30952380952381,,Car,False,Friday,8.0,10.0,October,4.0,3.5,25.16,15.1,High,,0.0,0.0
AUC-458,Vehicles 9821,Vehicles,Car,Ras Al Khaimah,Auction,Closed,2025-10-15 10:00:00,2025-10-15 20:00:00,0.417,2025-11-08 12:00:00,94689.0,129228.42,105576.52,1.224,21,12,571,0.3647669739885308,34539.42,27.775,1.75,27.19047619047619,,Car,False,Wednesday,10.0,10.0,October,4.0,1.75,12.81,47.69,Mid,,0.0,129228.42
AUC-459,Vehicles 3207,Vehicles,Car,Abu Dhabi,Auction,Closed,2025-09-28 06:00:00,2025-09-30 21:00:00,2.625,2025-11-08 12:00:00,107848.0,148182.75,120248.65,1.2323,25,9,312,0.3739962725317113,40334.75,22.55,2.7777777777777777,12.48,,Car,False,Sunday,6.0,9.0,September,3.0,2.7777777777777777,13.3,47.98,High,,0.0,148182.75
AUC-460,Vehicles 7601,Vehicles,Car,Ajman,Auction,Closed,2025-11-01 22:00:00,2025-11-04 04:00:00,2.25,2025-11-08 12:00:00,35190.0,50497.04,42955.62,1.1756,57,17,579,0.4349826655299801,15307.04,47.225,3.3529411764705883,10.157894736842104,,Car,False,Saturday,22.0,11.0,November,4.0,3.3529411764705883,16.04,49.62,Mid,,0.0,50497.04
AUC-461,Vehicles 1762,Vehicles,Car,Dubai,BuyNow,Closed,2025-09-09 04:00:00,2025-09-10 04:00:00,1.09,2025-11-08 12:00:00,149481.0,282222.72,187207.93,1.5075,92,31,1842,0.8880173399963873,132741.72,99.8,2.967741935483871,20.02173913043478,,Car,False,Tuesday,4.0,9.0,September,3.0,2.967741935483871,32.43,59.46,High,,0.0,282222.72
AUC-462,Vehicles 5890,Vehicles,Car,Fujairah,Auction,Closed,2025-10-26 00:00:00,2025-10-28 08:00:00,2.479,2025-11-08 12:00:00,159264.0,247687.94,182229.47,1.3592,75,29,922,0.5552035613823588,88423.94,67.8,2.586206896551724,12.293333333333331,,Car,False,Sunday,0.0,10.0,October,4.0,2.586206896551724,21.0,52.6,High,,0.0,247687.94
AUC-463,Vehicles 4723,Vehicles,Car,Umm Al Quwain,BuyNow,Closed,2025-11-04 09:00:00,2025-11-05 18:00:00,1.375,2025-11-08 12:00:00,190919.0,221833.46,238566.77,0.9299,12,5,357,0.1619244810626495,30914.46,16.175,2.4,29.75,,Car,False,Tuesday,9.0,11.0,November,4.0,2.4,5.82,43.49,High,,0.0,221833.46
AUC-464,Vehicles 9625,Vehicles,Car,Fujairah,BuyNow,Closed,2025-11-04 00:00:00,2025-11-06 22:00:00,2.917,2025-11-08 12:00:00,118170.0,125372.64,134248.07,0.9339,17,5,296,0.0609515105356689,7202.64,17.15,3.4,17.41176470588235,,Car,False,Tuesday,0.0,11.0,November,4.0,3.4,2.61,1.57,High,,0.0,0.0
AUC-465,Vehicles 7959,Vehicles,Car,Fujairah,BuyNow,Closed,2025-10-15 04:00:00,2025-10-15 10:00:00,0.25,2025-11-08 12:00:00,135976.0,265840.43,164413.55,1.6169,6,3,72,0.9550540536565276,129864.43,5.55,2.0,12.0,,Car,False,Wednesday,4.0,10.0,October,4.0,2.0,32.01,59.21,High,,0.0,265840.43
AUC-466,Vehicles 9344,Vehicles,Car,Sharjah,Auction,Closed,2025-09-14 13:00:00,2025-09-14 19:00:00,0.379,2025-11-08 12:00:00,146577.0,236456.85,170902.8,1.3836,69,21,1762,0.6131920424077447,89879.85,83.8,3.2857142857142856,25.536231884057973,,Car,False,Sunday,13.0,9.0,September,3.0,3.2857142857142856,22.32,53.39,High,,0.0,236456.85
AUC-467,Vehicles 8654,Vehicles,Car,Dubai,BuyNow,Closed,2025-09-16 21:00:00,2025-09-18 14:00:00,1.708,2025-11-08 12:00:00,108925.0,185701.71,121910.03,1.5233,24,11,484,0.7048584806059214,76776.71,26.85,2.1818181818181817,20.166666666666668,,Car,False,Tuesday,21.0,9.0,September,3.0,2.1818181818181817,24.26,14.56,High,,0.0,0.0
AUC-468,Vehicles 4695,Vehicles,Car,Ras Al Khaimah,BuyNow,Closed,2025-09-11 01:00:00,2025-09-13 20:00:00,2.918,2025-11-08 12:00:00,118320.0,168291.73,150922.75,1.1151,76,26,1582,0.4223438979039893,49971.73,84.05,2.923076923076923,20.81578947368421,,Car,False,Thursday,1.0,9.0,September,3.0,2.923076923076923,16.31,9.79,High,,0.0,0.0
AUC-469,Vehicles 7599,Vehicles,Car,Ajman,BuyNow,Closed,2025-10-05 12:00:00,2025-10-05 20:00:00,0.389,2025-11-08 12:00:00,107150.0,147195.73,124587.44,1.1815,86,26,1848,0.3737352309846011,40045.73,95.7,3.3076923076923075,21.48837209302325,,Car,False,Sunday,12.0,10.0,October,4.0,3.3076923076923075,15.01,49.01,High,,0.0,147195.73
AUC-470,Vehicles 1274,Vehicles,Car,Dubai,Auction,Closed,2025-10-10 00:00:00,2025-10-12 08:00:00,2.333,2025-11-08 12:00:00,102363.0,212827.59,125915.07,1.6902,17,7,483,1.0791456874065823,110464.59,22.325,2.4285714285714284,28.41176470588235,,Car,False,Friday,0.0,10.0,October,4.0,2.4285714285714284,36.5,61.9,High,,0.0,212827.59
AUC-471,Vehicles 6020,Vehicles,Car,Ras Al Khaimah,Auction,Closed,2025-10-12 06:00:00,2025-10-15 01:00:00,2.792,2025-11-08 12:00:00,102449.2,145834.31,118843.84,1.2271,46,24,1362,0.4234792462996295,43385.11,63.05,1.9166666666666667,29.608695652173918,,Car,False,Sunday,6.0,10.0,October,4.0,1.9166666666666667,15.61,9.37,High,,0.0,0.0
AUC-472,Vehicles 1425,Vehicles,Car,Ras Al Khaimah,BuyNow,Closed,2025-11-03 03:00:00,2025-11-04 16:00:00,1.542,2025-11-08 12:00:00,22991.39,27670.67,28997.1,0.9543,34,26,443,0.2035231449686164,4679.28,34.575,1.3076923076923077,13.029411764705882,,Car,False,Monday,3.0,11.0,November,4.0,1.3076923076923077,8.0,44.8,Mid,,0.0,27670.67
AUC-473,Vehicles 7517,Vehicles,Car,Ajman,Auction,Closed,2025-09-11 12:00:00,2025-09-14 02:00:00,2.731,2025-11-08 12:00:00,44921.0,86469.1,55483.64,1.5585,104,34,2756,0.9249148505153492,41548.1,129.4,3.0588235294117645,26.5,,Car,False,Thursday,12.0,9.0,September,3.0,3.0588235294117645,33.61,60.17,Mid,,0.0,86469.1
AUC-474,Vehicles 9699,Vehicles,Car,Fujairah,Auction,Closed,2025-10-06 09:00:00,2025-10-08 16:00:00,2.377,2025-11-08 12:00:00,75803.0,137586.34,84465.85,1.6289,66,25,1009,0.8150513831906389,61783.34,64.475,2.64,15.287878787878787,,Car,False,Monday,9.0,10.0,October,4.0,2.64,29.17,17.5,Mid,,0.0,0.0
AUC-475,Vehicles 7131,Vehicles,Car,Dubai,Auction,Closed,2025-10-10 02:00:00,2025-10-10 20:00:00,0.75,2025-11-08 12:00:00,27865.0,37836.96,35508.31,1.0656,23,13,518,0.3578668580656737,9971.96,27.7,1.7692307692307692,22.52173913043478,,Car,False,Friday,2.0,10.0,October,4.0,1.7692307692307692,12.65,47.59,Mid,,0.0,37836.96
AUC-476,Vehicles 8558,Vehicles,Car,Dubai,Auction,Closed,2025-10-05 16:00:00,2025-10-08 06:00:00,2.648,2025-11-08 12:00:00,8384.0,10731.4,9823.45,1.0924,109,34,3250,0.2799856870229007,2347.4,144.25,3.2058823529411766,29.81651376146789,,Car,False,Sunday,16.0,10.0,October,4.0,3.2058823529411766,12.5,47.5,Low,,0.0,10731.4
AUC-477,Vehicles 3109,Vehicles,Car,Abu Dhabi,Auction,Closed,2025-09-19 05:00:00,2025-09-21 08:00:00,2.125,2025-11-08 12:00:00,144547.93,309407.37,183186.24,1.689,33,10,333,1.1405174740309325,164859.44,27.325,3.3,10.090909090909092,,Car,False,Friday,5.0,9.0,September,3.0,3.3,39.17,63.5,High,,0.0,309407.37
AUC-478,Vehicles 9944,Vehicles,Car,Umm Al Quwain,BuyNow,Closed,2025-10-24 16:00:00,2025-10-24 20:00:00,0.302,2025-11-08 12:00:00,83847.0,179946.24,104628.35,1.7199,91,28,1223,1.1461261583598696,96099.24,83.075,3.25,13.43956043956044,,Car,False,Friday,16.0,10.0,October,4.0,3.25,40.86,64.52,Mid,,0.0,179946.24
AUC-479,Vehicles 5956,Vehicles,Car,Dubai,BuyNow,Closed,2025-09-23 20:00:00,2025-09-25 14:00:00,1.75,2025-11-08 12:00:00,50575.0,72022.08,63985.58,1.1256,34,13,674,0.4240648541769649,21447.08,37.1,2.6153846153846154,19.823529411764707,,Car,False,Tuesday,20.0,9.0,September,3.0,2.6153846153846154,15.11,9.07,Mid,,0.0,0.0
AUC-480,Vehicles 7069,Vehicles,Car,Dubai,BuyNow,Closed,2025-09-24 12:00:00,2025-09-26 12:00:00,2.118,2025-11-08 12:00:00,133599.0,248070.42,151821.79,1.634,110,32,1173,0.8568284193743966,114471.42,92.325,3.4375,10.663636363636364,,Car,False,Wednesday,12.0,9.0,September,3.0,3.4375,32.48,59.49,High,,0.0,248070.42
AUC-481,Vehicles 7934,Vehicles,Car,Umm Al Quwain,Auction,Closed,2025-09-15 17:00:00,2025-09-18 03:00:00,2.529,2025-11-08 12:00:00,115106.0,147238.87,146092.88,1.0078,87,27,877,0.2791589491425295,32132.87,72.175,3.2222222222222223,10.080459770114942,,Car,False,Monday,17.0,9.0,September,3.0,3.2222222222222223,11.97,47.18,High,,0.0,147238.87
AUC-482,Vehicles 6755,Vehicles,Car,Fujairah,Auction,Closed,2025-11-04 15:00:00,2025-11-06 23:00:00,2.333,2025-11-08 12:00:00,144958.0,163512.86,171514.94,0.9533,30,21,899,0.1280016280577821,18554.86,42.725,1.4285714285714286,29.966666666666665,,Car,False,Tuesday,15.0,11.0,November,4.0,1.4285714285714286,5.22,43.13,High,,0.0,163512.86
AUC-483,Vehicles 3853,Vehicles,Car,Fujairah,Auction,Closed,2025-10-26 15:00:00,2025-10-28 03:00:00,1.5,2025-11-08 12:00:00,93394.0,172929.44,109133.94,1.5846,28,8,471,0.8516118808488768,79535.44,27.775,3.5,16.821428571428573,,Car,False,Sunday,15.0,10.0,October,4.0,3.5,29.35,57.61,Mid,,0.0,172929.44
AUC-484,Vehicles 6502,Vehicles,Car,Fujairah,Auction,Closed,2025-10-09 11:00:00,2025-10-10 11:00:00,1.0,2025-11-08 12:00:00,46986.0,97514.33,53201.21,1.8329,17,7,370,1.075391180351594,50528.33,19.5,2.4285714285714284,21.764705882352946,,Car,False,Thursday,11.0,10.0,October,4.0,2.4285714285714284,36.43,61.86,Mid,,0.0,97514.33
AUC-485,Vehicles 6885,Vehicles,Car,Fujairah,Auction,Closed,2025-09-16 07:00:00,2025-09-17 00:00:00,0.769,2025-11-08 12:00:00,87990.0,120114.33,105583.05,1.1376,109,33,1254,0.365090692124105,32124.33,94.1,3.303030303030303,11.504587155963304,,Car,False,Tuesday,7.0,9.0,September,3.0,3.303030303030303,16.17,9.7,Mid,,0.0,0.0
AUC-486,Vehicles 8715,Vehicles,Car,Umm Al Quwain,Auction,Closed,2025-09-10 15:00:00,2025-09-11 01:00:00,0.478,2025-11-08 12:00:00,124779.76,218116.46,140690.86,1.5503,83,28,905,0.7480115364863661,93336.7,71.125,2.9642857142857144,10.903614457831326,,Car,False,Wednesday,15.0,9.0,September,3.0,2.9642857142857144,27.94,56.76,High,,0.0,218116.46
AUC-487,Vehicles 5332,Vehicles,Car,Ajman,BuyNow,Closed,2025-09-30 18:00:00,2025-10-02 17:00:00,1.958,2025-11-08 12:00:00,185331.0,260200.91,225704.66,1.1528,48,18,734,0.4039794206042162,74869.91,46.85,2.6666666666666665,15.291666666666666,,Car,False,Tuesday,18.0,9.0,September,3.0,2.6666666666666665,15.12,49.07,High,,0.0,260200.91
AUC-488,Vehicles 5515,Vehicles,Car,Fujairah,Auction,Closed,2025-10-22 18:00:00,2025-10-25 15:00:00,2.875,2025-11-08 12:00:00,22072.26,39818.12,26918.14,1.4792,59,30,1176,0.8039892607281721,17745.86,66.4,1.9666666666666663,19.93220338983051,,Car,False,Wednesday,18.0,10.0,October,4.0,1.9666666666666663,28.56,17.14,Mid,,0.0,0.0
AUC-489,Vehicles 5527,Vehicles,Car,Sharjah,Auction,Closed,2025-10-26 04:00:00,2025-10-26 13:00:00,0.375,2025-11-08 12:00:00,42902.0,56550.98,50417.03,1.1217,34,27,914,0.318143210106755,13648.98,46.6,1.2592592592592593,26.88235294117647,,Car,False,Sunday,4.0,10.0,October,4.0,1.2592592592592593,11.82,7.09,Mid,,0.0,0.0
AUC-490,Vehicles 2029,Vehicles,Car,Dubai,Auction,Closed,2025-09-27 21:00:00,2025-09-30 00:00:00,2.125,2025-11-08 12:00:00,108342.0,235788.11,133131.26,1.7711,26,14,601,1.176331524247291,127446.11,31.525,1.8571428571428568,23.115384615384617,,Car,False,Saturday,21.0,9.0,September,3.0,1.8571428571428568,39.98,63.99,High,,0.0,235788.11
AUC-491,Vehicles 1810,Vehicles,Car,Fujairah,Auction,Closed,2025-10-24 04:00:00,2025-10-25 23:00:00,1.922,2025-11-08 12:00:00,117980.0,166747.75,135582.02,1.2299,81,29,1637,0.4133560773012375,48767.75,88.675,2.793103448275862,20.20987654320988,,Car,False,Friday,4.0,10.0,October,4.0,2.793103448275862,16.44,9.86,High,,0.0,0.0
AUC-492,Vehicles 1183,Vehicles,Car,Abu Dhabi,Auction,Closed,2025-10-03 22:00:00,2025-10-04 13:00:00,0.688,2025-11-08 12:00:00,195332.0,237181.1,221561.22,1.0705,89,28,1001,0.2142460016791924,41849.1,76.525,3.1785714285714284,11.247191011235955,,Car,False,Friday,22.0,10.0,October,4.0,3.1785714285714284,10.39,46.23,High,,0.0,237181.1
AUC-493,Vehicles 6995,Vehicles,Car,Ras Al Khaimah,Auction,Closed,2025-09-17 07:00:00,2025-09-18 01:00:00,0.75,2025-11-08 12:00:00,14709.0,17462.82,18397.37,0.9492,20,17,526,0.1872200693452987,2753.82,27.4,1.1764705882352942,26.3,,Car,False,Wednesday,7.0,9.0,September,3.0,1.1764705882352942,6.86,44.12,Mid,,0.0,17462.82
AUC-494,Vehicles 4769,Vehicles,Car,Sharjah,Auction,Closed,2025-10-14 04:00:00,2025-10-15 03:00:00,0.958,2025-11-08 12:00:00,31426.0,59908.9,40304.51,1.4864,2,1,22,0.906348246674728,28482.9,1.8,2.0,11.0,,Car,False,Tuesday,4.0,10.0,October,4.0,2.0,30.29,58.17,Mid,,0.0,59908.9
AUC-495,Vehicles 8790,Vehicles,Car,Fujairah,Auction,Closed,2025-10-14 10:00:00,2025-10-16 12:00:00,2.144,2025-11-08 12:00:00,96950.0,134848.83,124207.29,1.0857,71,26,1001,0.3909110881897884,37898.83,67.025,2.730769230769231,14.098591549295774,,Car,False,Tuesday,10.0,10.0,October,4.0,2.730769230769231,15.36,49.22,Mid,,0.0,134848.83
AUC-496,Vehicles 7319,Vehicles,Car,Dubai,BuyNow,Closed,2025-11-03 18:00:00,2025-11-04 18:00:00,1.0,2025-11-08 12:00:00,33407.0,59694.36,42568.59,1.4023,22,12,396,0.7868817912413566,26287.36,23.9,1.8333333333333333,18.0,,Car,False,Monday,18.0,11.0,November,4.0,1.8333333333333333,26.89,16.13,Mid,,0.0,0.0
AUC-497,Vehicles 2272,Vehicles,Car,Umm Al Quwain,Auction,Closed,2025-10-20 15:00:00,2025-10-23 03:00:00,2.5,2025-11-08 12:00:00,36001.0,50270.26,40043.42,1.2554,20,13,214,0.3963573234076832,14269.26,18.6,1.5384615384615383,10.7,,Car,False,Monday,15.0,10.0,October,4.0,1.5384615384615383,13.98,48.39,Mid,,0.0,50270.26
